,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Hsp67Bc,0,1.850299459,0.558,0.143,0,atlas_1h_alh,Hsp67Bc
Bacc,0,1.625255186,0.977,0.628,0,atlas_1h_alh,Bacc
sif,0,1.539703454,0.865,0.392,0,atlas_1h_alh,sif
CG17124,0,1.461784213,0.812,0.346,0,atlas_1h_alh,CG17124
Tpi,0,1.46163144,0.971,0.658,0,atlas_1h_alh,Tpi
Drep2,0,1.398627392,0.862,0.396,0,atlas_1h_alh,Drep2
Rdh,0,1.394540009,0.524,0.154,0,atlas_1h_alh,Rdh
Pglym78,0,1.345404285,0.968,0.664,0,atlas_1h_alh,Pglym78
Tsp66E,0,1.335929262,0.671,0.246,0,atlas_1h_alh,Tsp66E
Hex-A,0,1.317250881,0.991,0.718,0,atlas_1h_alh,Hex-A
CG42613,0,1.309905012,0.741,0.308,0,atlas_1h_alh,CG42613
crol,0,1.213375229,0.636,0.243,0,atlas_1h_alh,crol
Eip75B,0,1.208132131,0.659,0.262,0,atlas_1h_alh,Eip75B
Dhit,0,1.184338498,0.876,0.465,0,atlas_1h_alh,Dhit
Gapdh2,0,1.156269862,0.988,0.804,0,atlas_1h_alh,Gapdh2
Cngl,0,1.139155959,0.862,0.488,0,atlas_1h_alh,Cngl
HmgZ,0,1.132846412,0.847,0.488,0,atlas_1h_alh,HmgZ
fax,0,1.126518391,0.993,0.799,0,atlas_1h_alh,fax
Liprin-gamma,0,1.080813588,0.88,0.499,0,atlas_1h_alh,Liprin-gamma
nAChRalpha6,0,1.067318336,0.943,0.675,0,atlas_1h_alh,nAChRalpha6
Dsp1,0,1.061980848,0.823,0.43,0,atlas_1h_alh,Dsp1
ps,0,1.019280971,0.901,0.54,0,atlas_1h_alh,ps
bel,0,0.969044389,0.858,0.48,0,atlas_1h_alh,bel
Gapdh1,0,0.900268535,0.972,0.757,0,atlas_1h_alh,Gapdh1
Imp,0,0.775245433,0.972,0.724,0,atlas_1h_alh,Imp
betaTub56D,0,-1.022739804,0.725,0.83,0,atlas_1h_alh,betaTub56D
mt:CoI,0,-1.547184978,0.586,0.804,0,atlas_1h_alh,mt:CoI
Df31,0,-1.749340156,0.368,0.642,0,atlas_1h_alh,Df31
Act5C,0,-1.90574065,0.349,0.661,0,atlas_1h_alh,Act5C
fabp,0,-2.281965814,0.164,0.479,0,atlas_1h_alh,fabp
mt:lrRNA,0,-2.448509233,0.43,0.705,0,atlas_1h_alh,mt:lrRNA
eEF1alpha1,0,-2.545355053,0.292,0.742,0,atlas_1h_alh,eEF1alpha1
lncRNA:noe,0,-3.213642043,0.074,0.456,0,atlas_1h_alh,lncRNA:noe
lncRNA:cherub,0,-3.842017882,0.016,0.385,0,atlas_1h_alh,lncRNA:cherub
Rdl,6.39E-304,0.725045007,0.951,0.728,8.17E-300,atlas_1h_alh,Rdl
ox,1.44E-291,0.997556442,0.813,0.464,1.85E-287,atlas_1h_alh,ox
Bsg,9.31E-290,0.915833954,0.826,0.472,1.19E-285,atlas_1h_alh,Bsg
Msp300,5.76E-289,-1.959310796,0.371,0.599,7.38E-285,atlas_1h_alh,Msp300
Dak1,5.49E-288,1.284136254,0.509,0.155,7.03E-284,atlas_1h_alh,Dak1
CG30172,4.61E-284,0.783416087,0.914,0.595,5.91E-280,atlas_1h_alh,CG30172
UQCR-11,1.15E-282,0.92262928,0.818,0.46,1.47E-278,atlas_1h_alh,UQCR-11
msi,1.04E-272,1.048856342,0.815,0.46,1.33E-268,atlas_1h_alh,msi
CG14312,5.63E-269,1.177185976,0.563,0.21,7.21E-265,atlas_1h_alh,CG14312
pum,1.01E-266,1.021215572,0.759,0.403,1.30E-262,atlas_1h_alh,pum
Pde6,3.23E-262,1.120645559,0.614,0.254,4.13E-258,atlas_1h_alh,Pde6
kek1,4.47E-262,1.447724776,0.477,0.153,5.73E-258,atlas_1h_alh,kek1
cdc14,3.56E-261,1.155476671,0.534,0.188,4.55E-257,atlas_1h_alh,cdc14
UQCR-6.4,3.21E-260,0.906257831,0.813,0.485,4.10E-256,atlas_1h_alh,UQCR-6.4
Tsp42Ej,7.67E-256,1.180335207,0.527,0.19,9.82E-252,atlas_1h_alh,Tsp42Ej
Syx1A,9.11E-255,0.719078811,0.942,0.694,1.17E-250,atlas_1h_alh,Syx1A
sdt,3.26E-252,0.976709805,0.665,0.297,4.17E-248,atlas_1h_alh,sdt
CG11000,8.05E-250,1.066468717,0.63,0.275,1.03E-245,atlas_1h_alh,CG11000
DOR,2.75E-245,1.28090166,0.459,0.146,3.52E-241,atlas_1h_alh,DOR
Hsp23,1.95E-244,-2.287362479,0.117,0.37,2.50E-240,atlas_1h_alh,Hsp23
CG42394,1.13E-242,1.261058857,0.418,0.116,1.44E-238,atlas_1h_alh,CG42394
CG4587,5.93E-240,1.09091298,0.532,0.197,7.59E-236,atlas_1h_alh,CG4587
Ptp99A,1.52E-238,1.182676345,0.696,0.369,1.94E-234,atlas_1h_alh,Ptp99A
luna,3.89E-238,1.256591067,0.602,0.287,4.98E-234,atlas_1h_alh,luna
sbb,8.35E-238,0.80057091,0.853,0.522,1.07E-233,atlas_1h_alh,sbb
CG41128,2.72E-237,1.042408553,0.591,0.249,3.48E-233,atlas_1h_alh,CG41128
VhaM9.7-a,1.21E-233,0.935895642,0.647,0.294,1.55E-229,atlas_1h_alh,VhaM9.7-a
CG13920,2.02E-231,1.151337064,0.448,0.143,2.59E-227,atlas_1h_alh,CG13920
Gs1l,1.28E-227,1.247437,0.415,0.124,1.63E-223,atlas_1h_alh,Gs1l
tna,6.64E-226,0.88168884,0.794,0.471,8.49E-222,atlas_1h_alh,tna
Ald1,1.51E-224,0.556070228,0.978,0.853,1.93E-220,atlas_1h_alh,Ald1
Ten-a,3.31E-223,0.955281103,0.761,0.45,4.24E-219,atlas_1h_alh,Ten-a
CG44774,3.49E-222,1.184868639,0.42,0.129,4.47E-218,atlas_1h_alh,CG44774
CG6770,5.39E-216,0.974576152,0.644,0.315,6.90E-212,atlas_1h_alh,CG6770
mt:ATPase6,1.30E-212,-1.532618336,0.369,0.564,1.66E-208,atlas_1h_alh,mt:ATPase6
gro,1.56E-210,1.046480362,0.458,0.156,1.99E-206,atlas_1h_alh,gro
Vha36-1,6.86E-210,0.87441389,0.643,0.301,8.78E-206,atlas_1h_alh,Vha36-1
CG16711,2.78E-209,1.068754728,0.464,0.166,3.56E-205,atlas_1h_alh,CG16711
fok,8.59E-208,1.136724594,0.481,0.185,1.10E-203,atlas_1h_alh,fok
ringer,8.97E-206,1.251619568,0.349,0.092,1.15E-201,atlas_1h_alh,ringer
cype,6.19E-203,0.572383242,0.944,0.707,7.92E-199,atlas_1h_alh,cype
14-3-3epsilon,3.72E-202,0.564534861,0.942,0.745,4.76E-198,atlas_1h_alh,14-3-3epsilon
fs(1)h,7.10E-201,0.864676894,0.641,0.303,9.09E-197,atlas_1h_alh,fs(1)h
Vha14-1,3.17E-199,0.864840133,0.633,0.306,4.05E-195,atlas_1h_alh,Vha14-1
trv,5.26E-198,0.96374902,0.728,0.46,6.74E-194,atlas_1h_alh,trv
dysc,8.31E-198,0.753066617,0.781,0.456,1.06E-193,atlas_1h_alh,dysc
mt:Cyt-b,3.19E-197,-1.268829788,0.478,0.631,4.08E-193,atlas_1h_alh,mt:Cyt-b
CG13954,1.10E-196,1.124831497,0.434,0.151,1.41E-192,atlas_1h_alh,CG13954
unc-119,8.05E-193,0.86378516,0.542,0.223,1.03E-188,atlas_1h_alh,unc-119
Nlg3,3.00E-188,1.068066049,0.453,0.171,3.84E-184,atlas_1h_alh,Nlg3
dpr13,9.29E-187,1.14189585,0.55,0.265,1.19E-182,atlas_1h_alh,dpr13
Toll-6,6.75E-186,1.05269101,0.632,0.33,8.63E-182,atlas_1h_alh,Toll-6
Pkc53E,3.73E-185,1.174679686,0.567,0.274,4.78E-181,atlas_1h_alh,Pkc53E
Cyt-c-p,1.96E-184,0.825441236,0.618,0.299,2.51E-180,atlas_1h_alh,Cyt-c-p
Gbeta13F,2.60E-184,0.544832184,0.936,0.732,3.33E-180,atlas_1h_alh,Gbeta13F
eEF1alpha2,2.62E-179,-2.027653196,0.034,0.211,3.35E-175,atlas_1h_alh,eEF1alpha2
CG34200,3.20E-178,0.995539805,0.437,0.167,4.09E-174,atlas_1h_alh,CG34200
CG13585,6.75E-173,1.175011833,0.285,0.07,8.65E-169,atlas_1h_alh,CG13585
bru3,7.48E-172,0.960548053,0.674,0.4,9.57E-168,atlas_1h_alh,bru3
dlg1,1.26E-171,0.785775687,0.641,0.336,1.61E-167,atlas_1h_alh,dlg1
Eip74EF,2.64E-171,-2.244233323,0.001,0.139,3.37E-167,atlas_1h_alh,Eip74EF
Rab27,2.83E-170,1.29222069,0.256,0.054,3.63E-166,atlas_1h_alh,Rab27
Rgk1,8.43E-169,1.21564998,0.315,0.09,1.08E-164,atlas_1h_alh,Rgk1
GstZ2,8.72E-167,-1.862697112,0.036,0.207,1.12E-162,atlas_1h_alh,GstZ2
Vha13,8.65E-164,0.683282561,0.771,0.467,1.11E-159,atlas_1h_alh,Vha13
Oda,1.00E-163,0.73835987,0.664,0.35,1.28E-159,atlas_1h_alh,Oda
Rbp6,2.13E-163,0.615305396,0.904,0.676,2.72E-159,atlas_1h_alh,Rbp6
Rap1,1.25E-160,0.740548951,0.651,0.348,1.60E-156,atlas_1h_alh,Rap1
hdc,6.13E-158,-1.747927411,0.077,0.264,7.85E-154,atlas_1h_alh,hdc
mRpL34,1.07E-154,0.980115313,0.321,0.1,1.37E-150,atlas_1h_alh,mRpL34
Cbp53E,1.45E-154,1.224597958,0.715,0.465,1.86E-150,atlas_1h_alh,Cbp53E
Rsf1,2.05E-153,0.921922901,0.362,0.125,2.62E-149,atlas_1h_alh,Rsf1
mspo,2.03E-151,0.915767371,0.603,0.328,2.59E-147,atlas_1h_alh,mspo
CG45263,1.23E-148,1.179262218,0.407,0.173,1.57E-144,atlas_1h_alh,CG45263
tow,1.59E-148,0.791409549,0.503,0.231,2.04E-144,atlas_1h_alh,tow
Pgk,4.44E-148,0.643287864,0.759,0.465,5.68E-144,atlas_1h_alh,Pgk
Pdp1,1.61E-147,0.682899116,0.61,0.316,2.06E-143,atlas_1h_alh,Pdp1
lncRNA:CR40469,1.91E-147,-2.00376147,0.022,0.166,2.45E-143,atlas_1h_alh,lncRNA:CR40469
Sfxn1-3,1.38E-144,1.053563894,0.263,0.07,1.76E-140,atlas_1h_alh,Sfxn1-3
Syn1,5.91E-144,0.826355273,0.45,0.195,7.56E-140,atlas_1h_alh,Syn1
BI-1,1.69E-143,0.96937824,0.27,0.074,2.16E-139,atlas_1h_alh,BI-1
Rbfox1,1.32E-142,0.595122049,0.826,0.546,1.69E-138,atlas_1h_alh,Rbfox1
Scgbeta,1.56E-142,0.933065914,0.307,0.096,2.00E-138,atlas_1h_alh,Scgbeta
CG1695,2.73E-142,0.957926206,0.265,0.072,3.49E-138,atlas_1h_alh,CG1695
pcs,4.13E-142,0.945524897,0.294,0.09,5.28E-138,atlas_1h_alh,pcs
CG42361,2.01E-141,1.019973099,0.284,0.084,2.58E-137,atlas_1h_alh,CG42361
AP-2sigma,4.87E-140,0.746266823,0.516,0.248,6.23E-136,atlas_1h_alh,AP-2sigma
COX8,3.94E-138,0.547297243,0.845,0.558,5.04E-134,atlas_1h_alh,COX8
CG40045,1.55E-137,0.840896554,0.377,0.147,1.99E-133,atlas_1h_alh,CG40045
cpo,3.16E-137,0.881274751,0.629,0.361,4.04E-133,atlas_1h_alh,cpo
Pitslre,4.82E-137,0.957140033,0.288,0.089,6.17E-133,atlas_1h_alh,Pitslre
CG42342,7.02E-137,1.029856662,0.446,0.207,8.99E-133,atlas_1h_alh,CG42342
CG44422,1.47E-133,0.926152004,0.4,0.168,1.88E-129,atlas_1h_alh,CG44422
dnc,5.17E-132,0.666200882,0.579,0.303,6.61E-128,atlas_1h_alh,dnc
ND-MLRQ,7.96E-130,0.601883962,0.698,0.41,1.02E-125,atlas_1h_alh,ND-MLRQ
CG5446,9.83E-128,0.854225956,0.295,0.098,1.26E-123,atlas_1h_alh,CG5446
RSG7,1.47E-126,0.748779475,0.385,0.158,1.88E-122,atlas_1h_alh,RSG7
CG13108,2.36E-126,1.048862507,0.192,0.039,3.02E-122,atlas_1h_alh,CG13108
CG1677,1.44E-124,0.807359141,0.337,0.127,1.85E-120,atlas_1h_alh,CG1677
Hsp27,2.58E-124,-1.805505785,0.106,0.267,3.30E-120,atlas_1h_alh,Hsp27
Adk1,3.56E-124,1.031633176,0.17,0.029,4.55E-120,atlas_1h_alh,Adk1
pros,6.93E-124,-2.004646651,0.034,0.171,8.86E-120,atlas_1h_alh,pros
CG45049,3.83E-122,0.611838613,0.536,0.266,4.90E-118,atlas_1h_alh,CG45049
GluRIA,1.21E-120,0.869089597,0.436,0.204,1.55E-116,atlas_1h_alh,GluRIA
klg,1.22E-120,0.95728946,0.556,0.333,1.56E-116,atlas_1h_alh,klg
