"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CG4250",0.0697407994823956,0.8812065742655,0.304,0.347,1
"RpL4",0.0700008932088026,0.410283235486745,0.838,0.98,1
"CG8507",0.0737358485925534,-0.143554515138411,0.077,0.1,1
"CG5793",0.0764328428372038,0.15952977510334,0.212,0.196,1
"NijA",0.0781028922168186,0.128929196922764,0.301,0.309,1
"Stt3B",0.0783287363940272,0.134416632652369,0.256,0.266,1
"path",0.0784997989553188,0.823522261380035,0.664,0.787,1
"RpS28b",0.0788928292905746,0.195312474427729,0.916,0.996,1
"CG17646",0.0790830401479501,0.388268902307735,0.262,0.26,1
"CG6891",0.0794571590534027,0.248091377886384,0.24,0.267,1
"CG6310",0.0840728530523582,0.12757956825336,0.304,0.305,1
"Nplp4",0.0872147407009698,0.422828494544505,0.295,0.333,1
"Cyp4g15",0.0923787954516317,0.156271643305065,0.274,0.283,1
"RpL5",0.0942381451732511,0.316773075213042,0.883,0.988,1
"CG12708",0.097906864242873,0.689343804548838,0.483,0.586,1
"Dscam2",0.0980349892883149,0.973349545237696,0.339,0.362,1
"CG4364",0.102026087190745,-0.111793972886519,0.379,0.387,1
"GluRIA",0.110145977644482,0.258913052665672,0.297,0.344,1
"CG13252",0.112134771060891,0.345187649476296,0.321,0.349,1
"E(spl)m2-BFM",0.119428763086988,0.137522333586768,0.314,0.31,1
"Smyd4-4",0.127483414097907,-0.241145260749203,0.195,0.213,1
"atl",0.134369540266208,0.202874706479191,0.319,0.365,1
"LamC",0.138128750753877,0.182311682015351,0.304,0.342,1
"goe",0.164191905575576,0.35018289951347,0.323,0.327,1
"Btk29A",0.166653056132359,0.454069898839047,0.218,0.273,1
"loj",0.170308788350399,-0.290055911275827,0.207,0.209,1
"CG10932",0.173833370032878,0.125583028010439,0.272,0.298,1
"Pdi",0.181546540898531,0.13693910779636,0.216,0.251,1
"CG12065",0.181889578136673,0.589746941531037,0.403,0.425,1
"CG42709",0.182214390306496,0.686474836444709,0.368,0.396,1
"klg",0.197260855414504,0.406504208126936,0.302,0.311,1
"jdp",0.199324273669683,0.408028040439764,0.37,0.427,1
"RpL12",0.202273749990242,0.100821611081209,0.921,0.996,1
"mnd",0.203609147990356,0.590010953287511,0.702,0.864,1
"Slu7",0.204953177048504,-0.115670737311057,0.151,0.176,1
"Bx",0.205410956129073,0.165929335040336,0.28,0.26,1
"nkd",0.217617814968246,1.2051358484831,0.519,0.602,1
"CG32532",0.231304512531269,0.573504043467054,0.316,0.333,1
"Arp1",0.242993924462729,-0.242390645240514,0.28,0.351,1
"CG34354",0.259392490993559,0.114207324989425,0.325,0.323,1
"sqd",0.269890029847093,0.330262697677992,0.752,0.947,1
"spz4",0.272307277026877,0.206195477076717,0.235,0.28,1
"CG8728",0.273338213417621,-0.142514549894673,0.274,0.286,1
"Slik",0.279172058213682,0.219644287861979,0.351,0.381,1
"CG31663",0.279423957752405,0.100143300063779,0.288,0.294,1
"spab",0.290005886642764,0.117139082270797,0.304,0.308,1
"CG18428",0.29853815318422,0.519630003897898,0.389,0.423,1
"Gabat",0.307213963214171,0.360123715387625,0.218,0.235,1
"CG32625",0.311619160713784,-0.34465034247563,0.068,0.138,1
"CG18190",0.320280912850493,-0.339379480874188,0.289,0.33,1
"mab-21",0.328085621090986,0.614166791493878,0.409,0.437,1
"grn",0.33490742528424,-0.211494443672514,0.315,0.348,1
"Lsd-2",0.336128350877865,0.657775721533655,0.486,0.539,1
"ogre",0.341771637214601,0.586414601473474,0.608,0.76,1
"E(spl)m3-HLH",0.353835407706867,0.129364972276609,0.306,0.341,1
"ed",0.355849014531135,0.111605244860902,0.228,0.296,1
"mew",0.400709553366388,0.145312581369806,0.262,0.285,1
"ab",0.405171354030849,0.617470919148734,0.404,0.448,1
"eRF3",0.41591907326873,-0.102216710205604,0.213,0.266,1
"slp1",0.41842014222783,1.47686459250533,0.485,0.45,1
"stai",0.421927051457983,0.998402439934111,0.576,0.683,1
"AstC-R2",0.431104445597225,0.244775766104767,0.288,0.29,1
"psq",0.432976528849179,0.789996911944335,0.614,0.832,1
"nrv2",0.439647870013238,0.439525823744973,0.419,0.486,1
"CG8369",0.462702220554202,0.626559478654566,0.45,0.476,1
"CG15047",0.464399814576977,-0.104911869610179,0.163,0.182,1
"betaggt-II",0.46567375238525,-0.213356121866329,0.251,0.288,1
"prim",0.490093933134471,0.113908272549472,0.305,0.287,1
"pdm3",0.495814629250455,0.191410545626017,0.273,0.3,1
"l(1)sc",0.51292900036311,0.116203016245576,0.271,0.286,1
"sca",0.513886382510292,0.949663007504444,0.213,0.175,1
"h",0.514435510470394,0.13768481499729,0.326,0.341,1
"Treh",0.603932691920692,-0.406814447741197,0.32,0.331,1
"CG5787",0.607703732500785,-0.141144859731738,0.224,0.266,1
"CG43347",0.61042403087672,0.268585793668566,0.325,0.324,1
"mud",0.669876362192829,0.105388704933999,0.237,0.306,1
"Notum",0.676043511367544,0.191938886335673,0.311,0.329,1
"Akr1B",0.682540792524869,-0.247155346034524,0.273,0.337,1
"salm",0.695126823602671,0.35435569578189,0.342,0.378,1
"scramb1",0.695977451380609,0.255403697196866,0.351,0.387,1
"wrapper",0.729269254291803,0.290949362912863,0.336,0.344,1
"Ace",0.748831706958276,0.564513691376485,0.41,0.418,1
"cpx",0.75215826017228,0.655965221586176,0.395,0.441,1
"hid",0.752161243357127,0.548458000164397,0.324,0.319,1
"CG32486",0.771328052153396,0.232961554209466,0.321,0.318,1
"CG4751",0.772679555831936,0.105976448566256,0.302,0.315,1
"Proc",0.799941353136366,0.121398622909841,0.266,0.293,1
"CG4467",0.802163322879385,0.435869207989511,0.35,0.369,1
"baz",0.808295434962939,0.597784379945093,0.516,0.598,1
"fz2",0.829208148607098,1.02766061281335,0.627,0.752,1
"Myo10A",0.843704187654438,0.515026947402547,0.277,0.311,1
"Gs2",0.851658132235677,0.779234905587006,0.521,0.598,1
"trol",0.852449338979033,0.170252298349398,0.319,0.34,1
"neur",0.871591578289659,0.119792224476156,0.325,0.37,1
"e(r)",0.885858150958,0.347845467328412,0.453,0.498,1
"Sam-S",0.896502218110781,-0.117704019400425,0.305,0.364,1
"CG6356",0.903044491320508,0.150764309726936,0.299,0.327,1
"mgl",0.967098084513844,0.225628857810035,0.353,0.363,1
"Caf1-180",0.969039845640285,0.225284120415128,0.342,0.404,1
"toc",0.978737963405851,-0.663692155165233,0.275,0.323,1
"disco-r",0.979261711305117,0.878806904796408,0.412,0.447,1
"vir-1",0.990732285087361,0.544278534134642,0.404,0.441,1
